id,date,customerId,companyId,amount,remark,isUsed,createdBy,createdAt,updatedAt,deletedAt
26,2023-04-08 00:00:00+00,7,9,1280.0,BALANCE AMOUNT,True,2,2023-04-10 09:16:00.25+00,2023-04-10 09:55:45.522+00,
28,2023-04-08 00:00:00+00,10,14,650.0,MD REAZUDDIN CHANGE STATUS,True,2,2023-04-10 09:20:05.215+00,2023-04-10 09:56:55.075+00,
31,2023-04-10 00:00:00+00,28,36,60.0,SHREE KRISHNA JOB OFFER,True,2,2023-04-11 07:09:33.218+00,2023-04-11 07:09:33.302+00,
51,2023-04-15 00:00:00+00,18,23,1740.0,DHA MEDICAL,True,2,2023-04-17 06:00:08.944+00,2023-04-17 06:02:52.454+00,
39,2023-04-11 13:31:51.376+00,1,1,4090.0, ,False,2,2023-04-11 09:31:51.004+00,2023-04-11 09:39:22.603+00,2023-04-11 09:39:22.603+00
7,2023-04-03 00:00:00+00,1,2,550.0,WORK,True,1,2023-04-03 20:26:09.46+00,2023-04-27 07:52:07.28+00,
34,2023-04-10 00:00:00+00,8,11,1200.0,FAMILY VISA WORK,True,2,2023-04-11 07:18:56.969+00,2023-04-11 09:46:54.86+00,
36,2023-04-10 00:00:00+00,12,16,950.0,OUTSTANDING AMOUNT & ISACC TENANCY,True,2,2023-04-11 07:21:20.988+00,2023-04-11 09:57:24.036+00,
38,2023-04-10 00:00:00+00,23,32,800.0,OUTSTANDING AMOUNT & AMOUNT FOR EID MAKSUD & MD ALI,True,2,2023-04-11 08:06:39.063+00,2023-04-11 10:00:25.828+00,
40,2023-04-12 00:00:00+00,14,40,1000.0,MALIHA HOQUE VISA PROCESSING ,True,2,2023-04-13 09:08:20.323+00,2023-04-13 09:09:47.997+00,
41,2023-04-12 00:00:00+00,29,38,580.0,FOR DHA MEDICAL,True,2,2023-04-13 09:10:44.758+00,2023-04-13 09:11:18.869+00,
42,2023-04-12 00:00:00+00,8,11,2500.0,FAMILY WORKS,True,2,2023-04-13 09:11:48.322+00,2023-04-13 09:14:53.921+00,
43,2023-04-12 00:00:00+00,31,41,40.0,INVOICE MAKING,True,2,2023-04-13 09:19:12.358+00,2023-04-13 09:19:28.863+00,
45,2023-04-13 00:00:00+00,30,39,850.0,FAMILY WORK,True,2,2023-04-14 11:25:31.11+00,2023-04-14 11:26:16.971+00,
46,2023-04-13 00:00:00+00,10,14,1200.0,OUTSTANDING AMOUNT,True,2,2023-04-14 11:26:43.149+00,2023-04-14 11:28:05.222+00,
47,2023-04-14 23:21:08.294+00,14,40,300.0,BAZRUL FAMILY VISA PROCESS,True,2,2023-04-14 19:21:40.553+00,2023-04-14 19:36:12.178+00,
49,2023-04-14 00:00:00+00,3,4,2000.0,OUTSTANDING AMOUNT,True,2,2023-04-14 19:22:57.209+00,2023-04-15 19:08:07.148+00,
52,2023-04-17 00:00:00+00,10,14,775.0,OUTSTANDING AMOUNT,True,2,2023-04-18 04:33:55.061+00,2023-04-18 04:34:43.973+00,
48,2023-04-14 23:21:50.502+00,22,28,280.0,USHAN MEDICAL,True,2,2023-04-14 19:22:27.128+00,2023-04-18 04:58:39.3+00,
55,2023-04-17 00:00:00+00,10,14,270.0,MD AHSAN MEDICAL,True,2,2023-04-18 04:39:16.122+00,2023-04-18 05:07:19.678+00,
35,2023-04-10 00:00:00+00,25,30,1600.0,SURAJ OJHA VISA PROCESSING,True,2,2023-04-11 07:20:29.668+00,2023-04-18 05:29:35.164+00,
54,2023-04-17 00:00:00+00,10,13,1510.0,"MD ALIM LC RNWL TYP , TAWJEEH RNWL SUBMISSION & INSURANCE)",True,2,2023-04-18 04:38:31.382+00,2023-04-18 05:20:30.36+00,
58,2023-04-17 00:00:00+00,33,43,300.0,JOB OFFER MOHAMMADU ANEES & MOHD GHUFRAN,True,2,2023-04-18 04:54:12.94+00,2023-04-18 05:22:06.558+00,
60,2023-04-17 00:00:00+00,22,28,370.0,EID TYPING OF JAHIDUL HOQUE,True,2,2023-04-18 04:57:37.301+00,2023-04-18 05:31:50.73+00,
59,2023-04-17 00:00:00+00,33,43,9530.0,VISA PROCESSING OF FAIZEL RAHIMAN & MUHD SHAMIL,True,2,2023-04-18 04:56:08.545+00,2023-04-18 05:57:54.262+00,
33,2023-04-10 00:00:00+00,1,1,4090.0,WORK,True,2,2023-04-11 07:17:33.863+00,2023-04-27 07:51:56.115+00,
64,2023-04-18 00:00:00+00,26,33,2800.0,VISA PROCESSING OF NEEL SANURA,False,2,2023-04-19 13:02:55.858+00,2023-04-19 13:02:55.858+00,
57,2023-04-17 00:00:00+00,10,14,895.0,"MD RIYASUDDIN  LC SUBMIT NEW , EMIRATES ID & STAMPING",True,2,2023-04-18 04:42:10.281+00,2023-04-19 18:03:51.658+00,
53,2023-04-17 00:00:00+00,10,14,4600.0,"VISA STAMPING & TAWJEEH (BIPLOB, MD AMINUL ISLAM, MD JASIM, MD SHORUV, MD SUMON, MOHD JOHIRUL, MUTAHIR & SHAMIM)",True,2,2023-04-18 04:36:50.902+00,2023-04-20 12:05:14.973+00,
56,2023-04-17 00:00:00+00,10,14,2840.0,"MD SANOWAR INSURANCE, WORK PERMIT FEE, ENTRY PERMIT DXB INSIDE COUNTRY & MEDICAL)",True,2,2023-04-18 04:41:04.281+00,2023-04-20 12:05:14.991+00,
67,2023-04-19 00:00:00+00,19,31,555.0,PREVIOUS WORK,True,2,2023-04-20 12:32:16.537+00,2023-04-20 12:32:45.677+00,
66,2023-04-19 00:00:00+00,15,20,1600.0,LABOUR WORK,True,2,2023-04-20 12:30:46.757+00,2023-04-20 12:37:05.192+00,
63,2023-04-18 00:00:00+00,1,37,25.0,PREVIOUS BALANCE,True,2,2023-04-19 13:00:13.258+00,2023-04-20 12:40:26.851+00,
68,2023-04-19 00:00:00+00,33,43,7500.0,PREVIOUS BALANCE & VISA PROCESS OF MUHD GHUFRAN,True,2,2023-04-21 15:58:10.303+00,2023-04-28 08:27:41.615+00,
61,2023-04-18 00:00:00+00,8,11,3000.0,FAMILY VISA PROCESS,True,2,2023-04-19 12:57:06.242+00,2023-04-26 10:47:05.054+00,
65,2023-04-18 00:00:00+00,37,46,4000.0,VISA RNWL PROCESS FOR SHAFIUL ISLAM & NIJBA UDDIN,True,2,2023-04-19 13:04:15.083+00,2023-05-08 08:24:43.09+00,
50,2023-04-14 23:38:41.328+00,36,44,400.0,ASNAF VISA CANCELLATION PROCESS,True,2,2023-04-14 19:39:19.159+00,2023-05-11 16:13:27.642+00,
1,2023-03-31 00:00:00+00,2,3,30.0,Balance till March 31,True,1,2023-04-02 11:38:35.695+00,2023-05-20 17:32:27.741+00,
37,2023-04-10 00:00:00+00,20,25,1200.0,OUTSTANDING AMOUNT,True,2,2023-04-11 07:35:41.769+00,2023-05-26 13:39:40.283+00,
44,2023-04-12 00:00:00+00,20,25,255.0,ADVANCE,True,2,2023-04-13 09:20:58.173+00,2023-05-26 13:39:44.915+00,
69,2023-04-24 00:00:00+00,40,49,590.0,DHA MEDICAL PAYMENT 2 NOS,True,2,2023-04-25 08:50:09.718+00,2023-04-25 09:06:13.761+00,
72,2023-04-25 00:00:00+00,21,27,540.0,LAIQ MEDICAL PAYMENT 2 NOS,True,2,2023-04-26 06:19:54.557+00,2023-04-26 06:24:38.502+00,
71,2023-04-25 00:00:00+00,39,48,1160.0,DHA MEDICAL PAYMENT 4 NOS,True,2,2023-04-26 06:19:12.998+00,2023-04-26 06:25:25.555+00,
73,2023-04-26 00:00:00+00,41,52,270.0, ,True,2,2023-04-27 04:36:49.364+00,2023-04-27 04:36:49.399+00,
74,2023-04-26 00:00:00+00,3,4,1500.0,PREVIOUS BALANCE,True,2,2023-04-27 05:09:31.793+00,2023-04-27 07:04:48.145+00,
75,2023-04-26 00:00:00+00,6,8,3685.0,DUE AMOUNT FOR VISA PROCESS,True,2,2023-04-27 05:11:05.132+00,2023-04-27 07:10:02.397+00,
77,2023-04-26 00:00:00+00,12,16,2575.0,SHOUKATH & SHAMEEL WORK & TRANSLATION,True,2,2023-04-27 05:13:56.132+00,2023-04-27 07:28:34.578+00,
70,2023-04-24 00:00:00+00,1,2,8000.0,VISA PROCESSING OF JITENDRA SHARMA & JAWED AKHTAR,True,2,2023-04-25 08:52:29.323+00,2023-04-27 07:48:13.805+00,
76,2023-04-26 00:00:00+00,10,14,525.0,EBRAHIM VISA STAMPING DUBA & LC SUBMIT NEW,True,2,2023-04-27 05:12:07.192+00,2023-04-28 07:10:44.528+00,
78,2023-04-27 00:00:00+00,42,54,270.0, ,True,2,2023-04-28 07:29:23.494+00,2023-04-28 07:29:23.534+00,
79,2023-04-27 00:00:00+00,13,17,425.0,MUKHTAR MC ATTESTATION (MOFA & IVS),True,2,2023-04-28 07:34:55.963+00,2023-04-28 07:35:35.783+00,
80,2023-04-27 00:00:00+00,4,6,1000.0,OLD WORK,True,2,2023-04-28 07:36:32.108+00,2023-04-28 08:22:33.054+00,
81,2023-04-27 00:00:00+00,1,2,2560.0,WORK,True,2,2023-04-28 07:37:04.713+00,2023-04-28 08:25:59.474+00,
82,2023-04-27 00:00:00+00,1,1,1000.0,WORK,True,2,2023-04-28 07:37:34.033+00,2023-04-28 08:26:56.137+00,
83,2023-04-27 00:00:00+00,33,43,9000.0,WORK,True,2,2023-04-28 07:41:14.489+00,2023-04-28 08:28:58.117+00,
84,2023-04-27 00:00:00+00,29,38,580.0,DHA MEDICAL,True,2,2023-04-28 07:41:42.909+00,2023-04-28 10:21:47.014+00,
86,2023-04-27 00:00:00+00,18,23,580.0,DHA MEDICAL,True,2,2023-04-28 07:43:13.813+00,2023-04-28 10:26:31.62+00,
88,2023-04-27 00:00:00+00,8,11,590.0,WORK,True,2,2023-04-28 07:46:40.653+00,2023-04-28 10:27:20.104+00,
87,2023-04-27 00:00:00+00,8,10,1010.0,WORK,True,2,2023-04-28 07:46:23.173+00,2023-04-28 10:27:59.914+00,
90,2023-04-28 00:00:00+00,38,47,680.0,RESSIL REJI CHANGE STATUS,True,2,2023-04-29 05:43:55.344+00,2023-04-29 05:45:19.702+00,
89,2023-04-28 00:00:00+00,19,29,90.0,OUTSTANDING TAWJEEH PAYMENT,True,2,2023-04-29 05:42:47.865+00,2023-04-29 05:46:07.715+00,
92,2023-04-29 20:18:01.225+00,9,12,590.0,WORK,True,2,2023-04-29 16:18:20.024+00,2023-04-30 12:30:29.347+00,
91,2023-04-29 20:17:07.167+00,19,29,90.0,TAHIR WASEEM TAWJEEH,True,2,2023-04-29 16:17:56.034+00,2023-04-30 12:31:03.877+00,
93,2023-04-14 00:00:00+00,31,41,20.0,TYPING,True,2,2023-04-30 12:37:16.803+00,2023-04-30 12:37:39.104+00,
97,2023-04-08 00:00:00+00,11,15,550.0,OFFICE RENT MARCH,True,2,2023-05-02 06:05:06.053+00,2023-05-02 06:18:19.256+00,
100,2023-05-02 00:00:00+00,44,57,175.0,FENADO PERFUMES INITIAL APPROVAL,True,2,2023-05-03 05:20:38.344+00,2023-05-03 06:01:49.212+00,
98,2023-05-02 00:00:00+00,30,39,800.0,UMER MOHAMMED VISA PROCESS,True,2,2023-05-03 05:17:05.318+00,2023-05-03 06:02:09.251+00,
106,2023-05-03 00:00:00+00,30,39,50.0,UMER MOHAMMED VISA RENEWAL,True,2,2023-05-04 04:41:31.937+00,2023-05-11 16:02:12.632+00,
112,2023-05-04 00:00:00+00,19,56,400.0,SEWERAGE & FEWA CONNECTION,True,2,2023-05-05 05:37:52.628+00,2023-05-05 05:57:37.797+00,
113,2023-05-04 00:00:00+00,19,29,70.0,TRADE LICENSE RENEWAL SERVICE & HALA INSANIYA APPLICATION SERVICE,True,2,2023-05-05 05:49:35.347+00,2023-05-05 05:58:11.075+00,
109,2023-05-04 00:00:00+00,18,23,1740.0,DHA MEDICAL,True,2,2023-05-05 05:35:41.093+00,2023-05-05 05:58:59.006+00,
104,2023-05-03 00:00:00+00,28,53,510.0,OUTSTANDING,True,2,2023-05-04 04:38:11.922+00,2023-05-05 06:00:42.694+00,
111,2023-05-04 00:00:00+00,28,53,120.0,WORK,True,2,2023-05-05 05:36:50.454+00,2023-05-05 06:00:49.341+00,
110,2023-05-04 00:00:00+00,38,51,680.0,VRINDHA CHANGE STATUS,True,2,2023-05-05 05:36:20.103+00,2023-05-05 06:02:14.465+00,
101,2023-05-03 00:00:00+00,3,4,2000.0,OUTSTANDING,True,2,2023-05-04 04:35:58.093+00,2023-05-05 06:03:12.593+00,
102,2023-05-03 00:00:00+00,4,6,1150.0,OUTSTANDING,True,2,2023-05-04 04:36:29.658+00,2023-05-05 06:23:59.868+00,
103,2023-05-03 00:00:00+00,28,36,400.0,OUTSTANDING,True,2,2023-05-04 04:37:47.252+00,2023-05-05 06:25:56.687+00,
115,2023-05-05 00:00:00+00,30,61,850.0,TIMOTHY BERMIN FAMILY VISA PROCESS,True,2,2023-05-06 05:18:12.026+00,2023-05-06 05:36:02.982+00,
114,2023-05-05 00:00:00+00,28,53,100.0,WORK,True,2,2023-05-06 05:17:00.726+00,2023-05-06 05:36:58.377+00,
94,2023-05-01 00:00:00+00,37,46,4000.0,VISA RENEWAL PROCESS,True,2,2023-05-02 05:53:05.508+00,2023-05-08 08:26:23.619+00,
122,2023-05-06 00:00:00+00,37,46,1350.0,OUTSTANDING WORK  AMOUNT,True,2,2023-05-08 05:14:45.792+00,2023-05-08 08:27:50.51+00,
133,2023-05-09 00:00:00+00,3,4,1000.0,OUTSTANDING AMOUNT,True,2,2023-05-10 04:51:59.126+00,2023-05-10 05:37:07.545+00,
134,2023-05-09 00:00:00+00,4,6,3050.0,WORK,True,2,2023-05-10 04:52:28.977+00,2023-05-10 05:18:37.326+00,
131,2023-05-09 00:00:00+00,47,62,900.0,TENANCY,True,2,2023-05-10 04:47:05.321+00,2023-05-10 05:29:41.179+00,
108,2023-05-03 00:00:00+00,8,11,1720.0,OUTSTANDING,True,2,2023-05-04 04:43:49.796+00,2023-05-10 05:33:47.924+00,
132,2023-05-09 00:00:00+00,8,11,3000.0,OUTSTANDING PAYMENT,True,2,2023-05-10 04:50:36.327+00,2023-05-10 05:35:21.827+00,
123,2023-05-08 00:00:00+00,10,13,1465.0,MD SHIHAB UDDIN VISA PROCESSING,True,2,2023-05-09 05:00:12.235+00,2023-05-10 05:39:42.546+00,
127,2023-05-08 00:00:00+00,10,13,480.0,NAJIM ABSCOND,True,2,2023-05-09 05:47:06.281+00,2023-05-10 05:39:55.654+00,
124,2023-05-08 00:00:00+00,10,13,250.0,MD MOJNO  RESIDENCE CANCELLATION PROCESSING,True,2,2023-05-09 05:01:14.14+00,2023-05-10 05:40:18.804+00,
85,2023-04-27 00:00:00+00,10,14,3500.0,MD ABADAT & ARIF TALUKDAR VISA PROCESSING,True,2,2023-04-28 07:42:40.499+00,2023-05-10 05:50:45.31+00,
128,2023-05-08 00:00:00+00,10,14,340.0,ARIF & ABADAT ENTRY PROCESS BALANCE,True,2,2023-05-09 05:47:54.811+00,2023-05-10 05:50:57.518+00,
126,2023-05-08 00:00:00+00,10,14,1585.0,MD SANOWER VISA PROCESSING,True,2,2023-05-09 05:46:29.946+00,2023-05-10 05:52:19.885+00,
125,2023-05-08 00:00:00+00,10,14,2000.0,MD ABU HANEFA & SHAHIN ALAM ENTRY PROCESS,True,2,2023-05-09 05:02:41.409+00,2023-05-10 05:53:18.03+00,
129,2023-05-08 00:00:00+00,26,59,1560.0,MUHD NAZEER LABOUR CARD RENEWAL PROCESSING,True,2,2023-05-09 05:51:45.315+00,2023-05-10 05:54:25.712+00,
120,2023-05-06 00:00:00+00,19,24,390.0,OUTSTANDING WORK AMOUNT,True,2,2023-05-08 05:13:26.293+00,2023-05-10 05:55:33.448+00,
116,2023-05-06 00:00:00+00,46,60,1060.0,DHA MEDICAL & FREELANCE VISA SERVICE,True,2,2023-05-08 05:10:33.673+00,2023-05-10 05:55:57.823+00,
117,2023-05-06 00:00:00+00,28,53,600.0,WORK,True,2,2023-05-08 05:10:58.762+00,2023-05-10 05:58:09.235+00,
118,2023-05-06 00:00:00+00,5,7,1370.0,OUTSTANDING WORK AMOUNT,True,2,2023-05-08 05:11:52.172+00,2023-05-10 06:01:26.833+00,
136,2023-05-10 00:00:00+00,11,15,550.0,OFFICE RENT APRIL,False,2,2023-05-11 07:03:04.167+00,2023-05-11 07:10:42.901+00,2023-05-11 07:10:42.901+00
121,2023-05-06 00:00:00+00,23,32,925.0,LAIQ MEDICAL & OUTSTANDING WORK AMOUNT,True,2,2023-05-08 05:14:07.127+00,2023-05-11 15:44:49.308+00,
105,2023-05-03 00:00:00+00,43,55,390.0,OUTSTANDING AMOUNT FAMILY VISA CANCELLATION DUBAI,True,2,2023-05-04 04:40:24.566+00,2023-05-11 16:02:05.213+00,
107,2023-05-03 00:00:00+00,8,10,1780.0,OUTSTANDING,True,2,2023-05-04 04:43:28.302+00,2023-05-11 16:04:42.985+00,
119,2023-05-06 00:00:00+00,15,20,320.0,OUSTANDING WORK AMOUNT,True,2,2023-05-08 05:12:33.326+00,2023-05-11 16:07:19.248+00,
99,2023-05-02 00:00:00+00,1,1,8000.0,UMAPATHI & PANELAL VISA PROCESS,True,2,2023-05-03 05:19:28.018+00,2023-05-11 16:08:28.143+00,
96,2023-05-01 00:00:00+00,45,58,25.0,SEWERAGE & FEWA CLEARANCE,True,2,2023-05-02 05:54:04.942+00,2023-05-11 16:11:54.441+00,
95,2023-05-01 00:00:00+00,21,27,810.0,LAIQ MEDICAL,True,2,2023-05-02 05:53:38.658+00,2023-05-11 16:12:45.749+00,
130,2023-05-09 00:00:00+00,2,3,2600.0,VISA STAMPING PROCESS OF RAFEEQUE & SHENAD,True,2,2023-05-10 04:46:40.572+00,2023-05-20 17:33:08.874+00,
555,2023-09-16 00:00:00+00,36,44,70.0, ,True,2,2023-09-18 09:21:28.114+00,2023-09-18 09:21:28.142+00,
135,2023-05-10 00:00:00+00,44,57,175.0,ASAL AL MADEENA INITIAL APPROVAL,True,2,2023-05-11 06:57:58.177+00,2023-05-11 07:05:21.021+00,
137,2023-05-10 00:00:00+00,11,15,550.0,OFFICE RENT APRIL,True,2,2023-05-11 07:11:44.976+00,2023-05-11 07:11:45.045+00,
140,2023-05-10 00:00:00+00,38,51,1560.0,VRINDA VIJAYAN VISA STAMPING PROCESS,True,2,2023-05-11 07:15:21.8+00,2023-05-11 07:16:48.703+00,
138,2023-05-10 00:00:00+00,41,52,270.0,LAIQ MEDICAL,True,2,2023-05-11 07:13:02.051+00,2023-05-11 07:17:27.089+00,
139,2023-05-10 00:00:00+00,28,53,1325.0,WORK,True,2,2023-05-11 07:14:16.381+00,2023-05-11 07:20:08.508+00,
143,2023-05-11 21:23:07.213+00,44,57,175.0,MABROOK SUPER MARKET INITIAL APPROVAL,True,2,2023-05-11 17:23:31.726+00,2023-05-11 17:45:49.05+00,
142,2023-05-11 21:22:29.06+00,1,2,340.0,OUTSTANDING AMOUNT,True,2,2023-05-11 17:22:47.755+00,2023-05-11 17:46:13.27+00,
170,2023-05-22 00:00:00+00,49,64,150.0,MOHAMMAD FIROJ JOB OFFER,True,2,2023-05-23 05:51:54.028+00,2023-05-23 05:51:54.156+00,
144,2023-05-12 00:00:00+00,48,63,285.0,LAIQ MEDICAL SHABANA FIROS,True,2,2023-05-13 05:21:58.215+00,2023-05-13 05:22:58.715+00,
145,2023-05-13 00:00:00+00,28,53,800.0,WORK,True,2,2023-05-15 06:39:36.167+00,2023-05-15 06:41:23.544+00,
154,2023-05-17 00:00:00+00,48,63,3420.0,FIROS FAMILY WORK,True,2,2023-05-18 06:10:23.128+00,2023-05-18 06:11:24.752+00,
171,2023-05-22 00:00:00+00,44,57,225.0,JASIM RAYANMARAKKAR (SHATER SALOON),True,2,2023-05-23 05:55:16.431+00,2023-05-23 05:55:16.468+00,
141,2023-05-11 21:21:53.891+00,1,1,2160.0,OUTSTANDING AMOUNT,True,2,2023-05-11 17:22:16.766+00,2023-05-20 09:33:10.138+00,
146,2023-05-15 00:00:00+00,23,32,1000.0,WORK,True,2,2023-05-16 06:57:40.276+00,2023-05-20 09:34:56.919+00,
158,2023-05-18 00:00:00+00,23,32,500.0,WORK,True,2,2023-05-19 10:59:34.346+00,2023-05-20 09:35:29.93+00,
161,2023-05-19 22:04:51.764+00,23,32,300.0,LAIQ MEDICAL,True,2,2023-05-19 18:06:08.301+00,2023-05-20 09:35:37.943+00,
147,2023-05-15 00:00:00+00,21,27,1620.0,LAIQ MEDICAL,True,2,2023-05-16 06:58:12.426+00,2023-05-20 09:39:50.855+00,
148,2023-05-15 00:00:00+00,17,22,460.0,WORK,True,2,2023-05-16 06:58:36.204+00,2023-05-20 09:41:22.808+00,
149,2023-05-15 00:00:00+00,4,6,845.0,MOHD AKBAR VISA STAMPING & EID,True,2,2023-05-16 06:59:24.455+00,2023-05-20 14:24:37.729+00,
150,2023-05-15 00:00:00+00,8,11,3000.0,WORK,True,2,2023-05-16 06:59:58.435+00,2023-05-20 17:16:02.815+00,
163,2023-05-19 22:06:51.067+00,8,11,3000.0,WORK,True,2,2023-05-19 18:07:10.175+00,2023-05-20 17:17:13.118+00,
151,2023-05-15 00:00:00+00,10,14,2060.0,WORK,True,2,2023-05-16 07:01:00.361+00,2023-05-20 17:18:14.815+00,
152,2023-05-16 00:00:00+00,18,23,580.0,DHA MEDICAL,True,2,2023-05-17 05:00:36.416+00,2023-05-20 17:18:55.213+00,
153,2023-05-16 00:00:00+00,49,64,850.0,MD ATIQ VISA STAMPING & EMIRATES ID,True,2,2023-05-17 05:01:13.132+00,2023-05-20 17:19:44.179+00,
155,2023-05-17 00:00:00+00,51,66,290.0,LAIQ MEDICAL SAJAN,True,2,2023-05-18 07:13:42.724+00,2023-05-20 17:23:03.474+00,
156,2023-05-17 00:00:00+00,47,67,140.0,ILOE INSURANCE,True,2,2023-05-18 07:14:12.133+00,2023-05-20 17:23:23.103+00,
157,2023-05-18 00:00:00+00,33,43,16500.0,WORK,True,2,2023-05-19 10:59:11.291+00,2023-05-20 17:25:54.865+00,
159,2023-05-18 00:00:00+00,19,29,180.0,TAWJEEH SUBMISSION,True,2,2023-05-19 11:00:04.322+00,2023-05-20 17:27:40.196+00,
164,2023-05-19 00:00:00+00,19,29,75.0,LEGAL TRANSLATION,True,2,2023-05-20 08:59:49.023+00,2023-05-20 17:28:03.325+00,
160,2023-05-19 22:04:30.109+00,28,53,1135.0,WORK,True,2,2023-05-19 18:04:45.348+00,2023-05-20 17:31:18.381+00,
162,2023-05-19 22:06:20.237+00,47,69,450.0,FAMILY VISA CANCELLATION,True,2,2023-05-19 18:06:32.926+00,2023-05-20 17:31:50.74+00,
165,2023-05-20 00:00:00+00,47,70,140.0,ILOE INSURANCE,True,2,2023-05-22 06:50:14.457+00,2023-05-22 06:50:14.49+00,
169,2023-05-22 00:00:00+00,52,71,280.0,LAIQ MEDICAL,True,2,2023-05-23 05:48:05.321+00,2023-05-23 05:48:05.446+00,
166,2023-05-20 00:00:00+00,6,8,1155.0,OUTSTANDING AMOUNT OF SHABBIR VISA PROCES,True,2,2023-05-22 06:53:07.112+00,2023-05-24 14:15:32.036+00,
172,2023-05-22 00:00:00+00,3,4,3376.0,OUTSTANDING AMOUNT,True,2,2023-05-23 09:40:54.82+00,2023-05-24 14:19:51.578+00,
173,2023-05-22 00:00:00+00,10,13,3000.0,OUTSTANDING AMOUNT,True,2,2023-05-23 09:44:31.248+00,2023-05-24 14:23:07.861+00,
179,2023-05-23 00:00:00+00,10,13,2220.0,OUTSTANDING AMOUNT,True,2,2023-05-24 06:04:34.841+00,2023-05-24 14:25:23.261+00,
